timestamp,Gender,Age,_Sector,_Department,Familiarity,Resistance,Openness,Usage,Tools,Motivations,Issues,IssuesDetails,Trust,Concerns,LossOfAutonomy,ReducedThinking,FearOfJobLoss,FearOfJobLossDetails,OtherConcerns,OtherConcernsDetails,Involved,WantToBeInvolved,ImpactOfBeingInvolved,WillingnessForTraining,Suggestions,Sector,Department,SupportDepartment,*Familiarity,*Openness,*Usage,*LossOfAutonomy,*ReducedThinking,*WillingnessForTraining
24/05/2024 16:26:28,Homme,18-25 ans,Immobilier,Gestion de projet,Un peu familier,Non,Très ouvert,Jamais,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Oui,"Résultats pas toujours si ""intelligents"" que ça, erreurs ""bêtes""",4,Non,Pas du tout,Pas du tout,Non,Trop d'aspects humains en jeu,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Gestion de Projet,opé,1,3,0,0.0,0.0,2
26/05/2024 18:45:09,Femme,25-35 ans,"Services professionnels (consulting, juridique, comptabilité, etc.)",Gestion de projet,"Oui, très familier",Non,Très ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Prise de decision', 'Gestion des relations client', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité'}",Oui,Certains systèmes d'intelligence artificielle sont encore peu matures mais cela tend à s'améliorer avec le temps. Il faut egalement souvent avoir deja une bonne connaissance technique pour l'utiliser.,3,Non,Moyennement,Considérablement,Non,Pour savoir utiliser l'ia il faut deja avoir une idee precise de ce que l'on souhaite.,Non,,Oui,Oui,Oui,"Non, probablement pas",,Services Professionnels,Gestion de Projet,opé,2,3,3,2.0,3.0,0
27/05/2024 09:04:22,Homme,45-55 ans,Éducation et formation,Direction,"Oui, très familier",Non,Très ouvert,Très souvent,"{'Prise de decision', 'Gestion des relations client', 'Language Model', 'Reconnaissance faciale/biometrique', 'Systèmes de gestion du cycle de vie de la data'}",{'Focus pour les humains sur des tâches à forte valeur ajoutée'},Non,,3,Non,Pas du tout,Un peu,Non,Pourquoi elle le ferait ?,Non,,Oui,Oui,Oui,"Oui, certainement","Quelques biais dans le questionnaire, on voit assez vite ce que vous voulez lui faire dire",Formation,Direction et Management,dir,2,3,3,0.0,1.0,2
27/05/2024 10:01:37,Femme,18-25 ans,Santé et services sociaux,Service à la personne,Un peu familier,Non,Plutôt ouvert,Jamais,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}",{'Amélioration de la productivité'},Non,,2,Oui,Un peu,Moyennement,Non,"Car dans le travail social nous aurons toujours besoin de ""main d'oeuvre"" humaine. Peronne ne pourra remplacer l'humain pour ces postes-ci.",Non,,Non,Non,Oui,Peut-être,Je n'ai pas de commentaire à faire sur le formulaire en question mais simplement je suis également en train de faire mon mémoire et je n'avais pas vu le mail passer donc j'espère que malgré la deadline j'ai pu vous aider. Bon courage en tout cas pour l'écriture de votre mémoire :),Santé et Services Sociaux,,,1,2,0,1.0,2.0,1
28/05/2024 10:16:40,Femme,45-55 ans,Immobilier,Gestion de projet,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Language Model'}",{'Gain de temps'},Non,,3,Non,Un peu,Un peu,Non,peu d'utilité à ce jour,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Gestion de Projet,opé,1,2,1,1.0,1.0,2
28/05/2024 17:04:59,Femme,25-35 ans,"Services professionnels (consulting, juridique, comptabilité, etc.)",Gestion de projet,Un peu familier,Oui,Plutôt ouvert,Parfois,{'Aucun'},{'Gain de temps'},Oui,MANQUE HUMANITE,5,Oui,Considérablement,Considérablement,Oui,ME REMPLACERA HEHE,Oui,SUPPRESSION,Oui,Oui,Oui,"Oui, certainement",,Services Professionnels,Gestion de Projet,opé,1,2,2,3.0,3.0,2
29/05/2024 09:21:18,Femme,25-35 ans,Immobilier,Vente/Commercialisation,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité'}",Oui,Les réponses etaient parfois peu pertinentes,3,Non,Moyennement,Moyennement,Non,il y a des choses que l'IA ne peut pas faire,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Ventes et Marketing,opé,1,2,2,2.0,2.0,2
29/05/2024 12:59:44,Femme,55 ans et plus,Hôtesse de caisse,Vente/Commercialisation,Pas du tout familier,Non,Plutôt ouvert,Jamais,{'Assistant vocal'},{'Simplification des tâches quotidiennes'},Je ne m'en suis jamais servi,,4,Non,Un peu,Moyennement,Oui,"Car ,je pense que ça nous remplacera a l'avenir et que ce sera une personne en moins a payer",Non,,Non,Non,Non,"Non, probablement pas",,,Ventes et Marketing,opé,0,2,0,1.0,2.0,0
29/05/2024 16:55:12,Femme,18-25 ans,Immobilier,SAV,Pas du tout familier,Oui,Plutôt ouvert,Jamais,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,2,Oui,Considérablement,Considérablement,Non,je ne pense pas au vue de la technicité de la relation client,Non,,Non,Oui,Oui,Peut-être,,Immobilier et Construction,,,0,2,0,3.0,3.0,1
29/05/2024 17:33:47,Homme,25-35 ans,Immobilier,R&D,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Prise de decision', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,faible qualité des réponses,2,Non,Un peu,Pas du tout,Non,parce que.,Non,,Non,Non,Non,Peut-être,,Immobilier et Construction,R&D,opé,1,2,1,1.0,0.0,1
29/05/2024 20:11:51,Femme,55 ans et plus,Santé et services sociaux,social,Pas du tout familier,Oui,Plutôt réticent,Jamais,{'Aucun'},"{""Pas d'IA""}",Je ne m'en suis jamais servi,,1,Non,Considérablement,Considérablement,Non,trop relationnel,Non,,Mon entreprise n'utilise pas l’IA,Non,Non,"Non, probablement pas",non,Santé et Services Sociaux,,,0,1,0,3.0,3.0,0
29/05/2024 21:41:05,Homme,55 ans et plus,Santé et services sociaux,Direction,"Oui, très familier",Non,Très ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Gather and organize sources and data on multiple topics.', 'Simplification des tâches quotidiennes'}",Non,,4,Non,Pas du tout,Pas du tout,Non,"AI is a tool, a technology. Like main frame computers in the 60s, PCs in the 80s, Internet, and the 90s, these technology advances are constructive, even if they force change in certain domains.",Non,,Oui,Oui,Oui,"Oui, certainement",It is an exciting time.   The possibilities for positive change are endless.,Santé et Services Sociaux,Direction et Management,dir,2,3,3,0.0,0.0,2
29/05/2024 21:44:59,Homme,45-55 ans,Commerce de détail,Direction,Un peu familier,Oui,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', '', 'Assistant vocal'}",{'Gain de temps'},Non,,3,Non,Un peu,Un peu,Non,Il y aura tjrs besoin de manger pour challenger et motivé une équipe.,Non,,Non,Oui,Oui,"Oui, certainement",,Commerce & Marketing,Direction et Management,dir,1,2,1,1.0,1.0,2
29/05/2024 23:51:58,Femme,45-55 ans,Commerce de détail,Hôtesse,Un peu familier,Non,Plutôt ouvert,Parfois,{'Gestion des relations client'},"{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Un peu,Pas du tout,Non,Car il faudra toujours une personne pour contrôler,Non,,Non,Non,Oui,Peut-être,,Commerce & Marketing,,,1,2,2,1.0,0.0,1
30/05/2024 06:32:46,Femme,35-45 ans,Commerce de détail,SAV,Pas du tout familier,Oui,Plutôt réticent,Rarement,{'Language Model'},{'Gain de temps'},Non,,3,Oui,Moyennement,Moyennement,Oui,Pas forcément le mien mais d'autre à long terme oui,Non,,Non,Non,Non,Peut-être,Ras,Commerce & Marketing,,,0,1,1,2.0,2.0,1
30/05/2024 07:40:04,Femme,45-55 ans,Commerce de détail,Hôtesse d’acceuil,Un peu familier,Oui,Plutôt ouvert,Rarement,"{'Assistant vocal', 'Language Model'}",{'Simplification des tâches quotidiennes'},Non,,3,Oui,Considérablement,Un peu,Oui,Rentabilité pas d’arrêt un coup mois cher sur le long terme face à un salarie,Non,,Non,Oui,Oui,"Oui, certainement",Il faut que cela soit encadré et teglementer,Commerce & Marketing,,,1,2,1,3.0,1.0,2
30/05/2024 09:30:20,Femme,55 ans et plus,Chimie,Sécurité,"Oui, très familier",Non,Plutôt ouvert,Parfois,{'Gestion des relations client'},{'Gain de temps'},Non,,1,Non,Un peu,Moyennement,Non,L ia ne.peut pas tt faire,Non,,Non,Non,Non,"Non, probablement pas",,,,,2,2,2,1.0,2.0,0
30/05/2024 11:21:51,Homme,25-35 ans,Finance et assurance,Finance/Comptabilité,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Moyennement,Moyennement,Non,RAS,Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement",,Finance et Assurance,Finance et Comptabilité,sup,1,2,1,2.0,2.0,2
30/05/2024 11:24:54,Homme,25-35 ans,Immobilier,Gestion de projet,Un peu familier,Non,Très ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Assistant vocal'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Moyennement,Pas du tout,Non,Mon métier est opérationnel,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Gestion de Projet,opé,1,3,1,2.0,0.0,2
30/05/2024 12:29:51,Homme,25-35 ans,Conseil en systèmes et logiciels informatiques,Développement web & mobile,Un peu familier,Non,Très ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Solutions apportées par l'IA erronées,3,Non,Pas du tout,Un peu,Non,"Je vois l'IA comme un outil pouvant m'aider sur mes tâches, mais pas comme une solution de remplacement.",Non,,Non,Oui,Oui,"Oui, certainement",,,,,1,3,3,0.0,1.0,2
30/05/2024 12:31:41,Femme,18-25 ans,Immobilier,Gestion de projet,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Un peu,Un peu,Non,dépendance à l'IA,Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Gestion de Projet,opé,1,2,2,1.0,1.0,2
30/05/2024 12:45:28,Femme,45-55 ans,Commerce de détail,Finance/Comptabilité,Pas du tout familier,Non,Plutôt réticent,Jamais,{'Aucun'},{'Aucune'},Je ne m'en suis jamais servi,,1,Oui,Considérablement,Considérablement,Oui,Réduction de personnel,Non,,Mon entreprise n'utilise pas l’IA,Non,Non,Peut-être,Non,Commerce & Marketing,Finance et Comptabilité,sup,0,1,0,3.0,3.0,1
30/05/2024 18:59:43,Homme,25-35 ans,Finance et assurance,Gestion de projet,"Oui, très familier",Non,Très ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Lenteur et performance de l’appli chat gpt accessible en interne (modèle Gpt3.5),3,Non,Pas du tout,Un peu,Non,Gestion de l’humain est principal part de mon travail,Non,,Oui,Oui,Non,"Non, probablement pas","L’essentiel des opportunités immédiates restent avec l’IA classique c’est à dire machine learning (algorithmes assez classiques pour optimiser telle ou telle décision).

L’IA Generative a des applications massives mais souvent plutôt à un niveau d’aide à la décision plutôt que d’automatisation pure et simple, dont les bénéfices sont plus difficiles à quantifier. De plus il substitue des doutes sur le modèle de coût. Si ces derniers sont relativement abordables aujourd’hui, le risque d’une augmentation massive des tarifs par les acteurs majoritaires type OpenAI pose une vraie question sur le rythme d’adoption de ces outils.",Finance et Assurance,Gestion de Projet,opé,2,3,3,0.0,1.0,0
30/05/2024 19:24:04,Homme,45-55 ans,Industrie,Service Client,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Assistant vocal'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,4,Oui,Considérablement,Considérablement,Non,Pas assez de recul,Non,,Non,Oui,Oui,"Oui, certainement",Non,Industrie et Technique,,,1,2,1,3.0,3.0,2
31/05/2024 08:21:20,Homme,45-55 ans,Immobilier,Finance/Comptabilité,Pas du tout familier,Non,Plutôt ouvert,Jamais,"{'Reconnaissance faciale/biometrique', 'Assistant vocal'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,3,Oui,Un peu,Considérablement,Oui,décisions non humaines,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Finance et Comptabilité,sup,0,2,0,1.0,3.0,2
31/05/2024 09:40:49,Femme,18-25 ans,Immobilier,Marketing/Communication,"Oui, très familier",Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}",{'Accès à des recommandations personnalisées'},Non,,3,Non,Pas du tout,Pas du tout,Non,Car l'humain est tout de même indispensable pour certain poste,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Ventes et Marketing,sup,2,3,2,0.0,0.0,2
31/05/2024 11:47:02,Homme,25-35 ans,Immobilier,Vente/Commercialisation,Un peu familier,Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,,4,Non,Pas du tout,Un peu,Non,L'humain fait confiance à l'humain quand il s'agit de vendre (pour le moment),Non,,Oui,Oui,Oui,Peut-être,,Immobilier et Construction,Ventes et Marketing,opé,1,3,2,0.0,1.0,1
31/05/2024 14:52:44,Femme,45-55 ans,Immobilier,Finance/Comptabilité,Pas du tout familier,Non,Plutôt ouvert,Jamais,"{'Reconnaissance faciale/biometrique', 'Assistant vocal'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,2,Non,Un peu,Un peu,Non,,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Finance et Comptabilité,sup,0,2,0,1.0,1.0,2
31/05/2024 16:10:14,Femme,45-55 ans,Immobilier,produit,Un peu familier,Oui,Plutôt réticent,Jamais,{'Aucun'},{'Aucune'},Je ne m'en suis jamais servi,,3,Oui,Pas du tout,Pas du tout,Non,IA ne reflechit pas,Oui,,Non,Non,Non,Peut-être,,Immobilier et Construction,,,1,1,0,0.0,0.0,1
01/06/2024 11:53:55,Femme,18-25 ans,Immobilier,Gestion de projet,Un peu familier,Non,Plutôt ouvert,Jamais,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité'}",Oui,Le manque de base de données inclues dans l'IA en question,2,Oui,Considérablement,Considérablement,Oui,L'IA poussée à l'extrême (communications non comprises par les hommes parfois) peut surpasser et remplacer l'homme dans les activités productives et de services,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Gestion de Projet,opé,1,2,0,3.0,3.0,2
01/06/2024 12:55:42,Homme,25-35 ans,Gestion,Exploitation,"Oui, très familier",Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Oui,La mauvaise compréhension de nos demandes qui entraîne une perte de temps pour reformuler et atteindre l'objectif initial.,3,Oui,Moyennement,Pas du tout,Non,"Car je travaille dans un domaine qui, actuellement, n'évolue pas vers l'IA.",Non,,Non,Non,Oui,Peut-être,,,Services Techniques et Exploitation,opé,2,2,2,2.0,0.0,1
01/06/2024 18:33:19,Homme,18-25 ans,Industrie,Production/Fabrication,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Réponse non pertinente voir complètement fausse,4,Non,Pas du tout,Un peu,Non,Je pense que mon emploi évoluera pour s'adapter,Non,,Non,Oui,Oui,"Oui, certainement",,Industrie et Technique,Production,opé,1,2,1,0.0,1.0,2
01/06/2024 18:37:01,Homme,18-25 ans,Technologies de l'information et de la communication (TIC),Gestion de projet,"Oui, très familier",Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,4,Non,Moyennement,Un peu,Non,Pas de réplication possible,Non,,Non,Oui,Oui,"Oui, certainement",,TIC,Gestion de Projet,opé,2,3,2,2.0,1.0,2
03/06/2024 10:06:10,Femme,35-45 ans,Immobilier,Finance/Comptabilité,Pas du tout familier,Non,Plutôt ouvert,Rarement,{'Reconnaissance faciale/biometrique'},"{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Moyennement,Moyennement,Non,Je pense que sa mise en place sur mon métier prendra du temps et que je serai probablement à la retraite d'ici à ce que l'IA remplace mon poste,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Finance et Comptabilité,sup,0,2,1,2.0,2.0,2
03/06/2024 10:58:30,Homme,18-25 ans,"Services professionnels (consulting, juridique, comptabilité, etc.)",Finance/Comptabilité,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}",{'Gain de temps'},Non,,3,Non,Un peu,Un peu,Non,Il y aura une transformation de mon métier mais ne sera pas remplacé,Non,,Oui,Oui,Oui,"Oui, certainement",,Services Professionnels,Finance et Comptabilité,sup,1,2,2,1.0,1.0,2
03/06/2024 18:48:46,Homme,35-45 ans,Immobilier,Finance/Comptabilité,"Oui, très familier",Non,Plutôt ouvert,Parfois,{'Language Model'},"{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,"Imprécision de réponses, réponses non sourcées",3,Non,Pas du tout,Pas du tout,Non,La valeur ajoutée humaine changera mais demeurera,Non,,Oui,Oui,Oui,"Oui, certainement",Il s'agit d'une réalité à laquelle il faut d'adapter. Le changement se fera quelle que soit notre opinion sur le sujet,Immobilier et Construction,Finance et Comptabilité,sup,2,2,2,0.0,0.0,2
